date,homeTeam,awayTeam,homeScore,awayScore,matchResult,homeCode,awayCode,dayCode,target,season,homeGoalsForSum,homeGoalsAgainstSum,awayGoalsForSum,awayGoalsAgainstSum,homeWinRateRolling3,awayWinRateRolling3,homeWinRateRolling5,awayWinRateRolling5,homeWinRateRolling10,awayWinRateRolling10,homeWinRateExpanding,awayWinRateExpanding,homePoints,awayPoints,homeTotalPoints,awayTotalPoints,homeAvgGoalsFor,homeAvgGoalsAgainst,awayAvgGoalsFor,awayAvgGoalsAgainst,homeTotalWins,homeTotalLosses,homeTotalDraws,awayTotalWins,awayTotalLosses,awayTotalDraws
2024-01-03,Granada,Cadiz,2.0,0.0,H,22,4,2,1,2023,12.0,19.0,6.0,15.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,3,0,8,15,1.1111111111111112,2.2222222222222223,0.7777777777777778,1.3333333333333333,1,12,5,2,7,9
2024-01-03,Celta,Real Betis,2.0,1.0,H,1,9,2,1,2023,6.0,12.0,8.0,14.0,0.3333333333333333,0.0,0.2,0.0,0.2,0.2,0.1111111111111111,0.1111111111111111,3,0,13,28,1.0,1.5555555555555556,1.1111111111111112,1.0,2,9,7,6,2,10
2024-01-03,Real Madrid,Mallorca,1.0,0.0,H,18,12,2,1,2023,21.0,4.0,9.0,15.0,1.0,0.0,0.8,0.0,0.8,0.1,0.875,0.1111111111111111,3,0,45,18,2.1666666666666665,0.6111111111111112,0.9444444444444444,1.2222222222222223,14,1,3,3,6,9
2024-01-03,Girona,Ath Madrid,4.0,3.0,H,16,13,2,1,2023,21.0,10.0,13.0,8.0,0.6666666666666666,0.0,0.8,0.4,0.7,0.3,0.7777777777777778,0.375,3,0,45,38,2.3333333333333335,1.1666666666666667,2.0,1.0555555555555556,14,1,3,12,4,2
2024-01-04,Osasuna,Almeria,1.0,0.0,H,0,6,3,1,2023,8.0,12.0,9.0,24.0,0.3333333333333333,0.0,0.4,0.0,0.3,0.0,0.2222222222222222,0.0,3,0,19,5,1.1666666666666667,1.6111111111111112,1.0555555555555556,2.3333333333333335,5,9,4,0,13,5
2024-01-04,Sevilla,Ath Bilbao,0.0,2.0,A,11,7,3,2,2023,13.0,13.0,9.0,8.0,0.0,0.3333333333333333,0.0,0.2,0.2,0.3,0.2222222222222222,0.375,0,3,16,35,1.2777777777777777,1.3888888888888888,1.8888888888888888,1.0555555555555556,3,8,7,10,3,5
2024-01-04,Las Palmas,FC Barcelona,1.0,2.0,A,20,3,3,2,2023,9.0,5.0,13.0,10.0,0.6666666666666666,0.3333333333333333,0.6,0.2,0.5,0.3,0.5,0.375,0,3,25,38,0.8333333333333334,0.8333333333333334,1.8888888888888888,1.1666666666666667,7,7,4,11,2,5
2024-01-12,Sevilla,Alaves,2.0,3.0,A,11,21,4,2,2023,13.0,15.0,5.0,14.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0,3,16,17,1.2105263157894737,1.4210526315789473,0.7894736842105263,1.3157894736842106,3,9,7,4,10,5
2024-01-13,Las Palmas,Villarreal,3.0,0.0,H,20,19,5,1,2023,10.0,7.0,10.0,17.0,0.3333333333333333,0.0,0.4,0.2,0.4444444444444444,0.2,0.4444444444444444,0.2222222222222222,3,0,25,19,0.8421052631578947,0.8947368421052632,1.4210526315789473,2.0,7,8,4,5,10,4
2024-01-13,Mallorca,Celta,1.0,1.0,D,12,1,5,0,2023,8.0,7.0,12.0,16.0,0.6666666666666666,0.0,0.4,0.0,0.3,0.1,0.2222222222222222,0.1111111111111111,1,1,18,16,0.8947368421052632,1.2105263157894737,1.0526315789473684,1.5263157894736843,3,7,9,3,9,7
2024-01-13,Ath Bilbao,Real Sociedad,2.0,1.0,H,7,14,5,1,2023,25.0,11.0,12.0,8.0,1.0,0.3333333333333333,0.8,0.4,0.7,0.3,0.7,0.3333333333333333,3,0,38,32,1.894736842105263,1.0,1.5789473684210527,1.0,11,3,5,8,3,8
2024-01-13,Real Betis,Granada,1.0,0.0,H,9,22,5,1,2023,12.0,4.0,8.0,21.0,0.3333333333333333,0.0,0.6,0.0,0.5,0.0,0.5555555555555556,0.0,3,0,28,11,1.105263157894737,1.0526315789473684,1.1578947368421053,2.1052631578947367,6,3,10,2,12,5
2024-01-14,Almeria,Girona,0.0,0.0,D,6,16,6,0,2023,10.0,18.0,21.0,11.0,0.0,0.6666666666666666,0.0,0.8,0.0,0.7,0.0,0.7777777777777778,1,1,5,48,1.0,2.263157894736842,2.4210526315789473,1.263157894736842,0,14,5,15,1,3
2024-01-14,Cadiz,Valencia,1.0,4.0,A,4,5,6,2,2023,8.0,9.0,10.0,18.0,0.0,0.3333333333333333,0.0,0.2,0.3,0.2,0.2222222222222222,0.2,0,3,15,26,0.7368421052631579,1.368421052631579,1.1578947368421053,1.2105263157894737,2,8,9,7,7,5
2024-01-19,Alaves,Cadiz,1.0,0.0,H,21,4,4,1,2023,10.0,11.0,6.0,17.0,0.3333333333333333,0.0,0.4,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,3,0,20,15,0.9,1.35,0.75,1.5,5,10,5,2,9,9
2024-01-20,Rayo Vallecano,Las Palmas,0.0,2.0,A,17,20,5,2,2023,9.0,16.0,6.0,10.0,0.0,0.3333333333333333,0.0,0.4,0.2,0.3,0.1111111111111111,0.3,0,3,23,28,0.9473684210526315,1.263157894736842,0.95,0.85,5,6,8,8,8,4
2024-01-20,Villarreal,Mallorca,1.0,1.0,D,19,12,5,0,2023,17.0,21.0,9.0,16.0,0.6666666666666666,0.0,0.4,0.0,0.3,0.1,0.3,0.1,1,1,19,19,1.35,2.05,0.9,1.2,5,11,4,3,7,10
2024-01-20,Valencia,Ath Bilbao,1.0,0.0,H,5,7,5,1,2023,12.0,5.0,11.0,8.0,0.3333333333333333,0.3333333333333333,0.6,0.4,0.5,0.4,0.5555555555555556,0.4444444444444444,3,0,29,41,1.3,1.2,1.9,1.0,8,7,5,12,3,5
2024-01-20,Celta,Real Sociedad,0.0,1.0,A,1,14,5,2,2023,8.0,13.0,13.0,10.0,0.6666666666666666,0.3333333333333333,0.4,0.4,0.2,0.3,0.2,0.3,0,3,17,32,1.05,1.5,1.55,1.05,3,9,8,8,4,8
2024-01-21,Osasuna,Getafe,3.0,2.0,H,0,8,6,1,2023,9.0,12.0,15.0,19.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.3,0.1,0.3,0.1,3,0,22,26,1.1578947368421053,1.5263157894736843,1.263157894736842,1.3157894736842106,6,9,4,6,5,8
2024-01-21,Real Madrid,Almeria,3.0,2.0,H,18,6,6,1,2023,22.0,4.0,9.0,25.0,1.0,0.0,0.8,0.0,0.8,0.0,0.8888888888888888,0.0,3,0,48,6,2.1052631578947367,0.5789473684210527,0.95,2.15,15,1,3,0,14,6
2024-01-21,Real Betis,FC Barcelona,2.0,4.0,A,9,3,6,2,2023,13.0,4.0,15.0,11.0,0.3333333333333333,0.3333333333333333,0.6,0.4,0.6,0.4,0.6,0.4444444444444444,0,3,31,41,1.1,1.0,1.894736842105263,1.1578947368421053,7,3,10,12,2,5
2024-01-21,Girona,Sevilla,5.0,1.0,H,16,11,6,1,2023,25.0,13.0,10.0,12.0,1.0,0.3333333333333333,0.8,0.2,0.8,0.1,0.8,0.1111111111111111,3,0,49,16,2.3,1.2,1.25,1.5,15,1,4,3,10,7
2024-01-22,Granada,Ath Madrid,0.0,1.0,A,22,13,0,2,2023,14.0,19.0,16.0,12.0,0.3333333333333333,0.0,0.2,0.2,0.2,0.3,0.2,0.3333333333333333,0,3,11,38,1.1,2.05,2.0526315789473686,1.2105263157894737,2,13,5,12,5,2
2024-01-26,Almeria,Alaves,0.0,3.0,A,6,21,4,2,2023,10.0,18.0,8.0,16.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.1,0.0,0.09090909090909091,0,3,6,23,1.0,2.1904761904761907,0.9047619047619048,1.2857142857142858,0,15,6,6,10,5
2024-01-27,Real Sociedad,Rayo Vallecano,0.0,0.0,D,14,17,5,0,2023,18.0,11.0,9.0,8.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.5,0.4,0.5,0.4,1,1,35,23,1.5238095238095237,1.0,0.9,1.3,9,4,8,5,7,8
2024-01-27,Las Palmas,Real Madrid,1.0,2.0,A,20,18,5,2,2023,13.0,7.0,18.0,7.0,0.3333333333333333,0.6666666666666666,0.6,0.6,0.5,0.7,0.5,0.7,0,3,31,51,1.0,0.8095238095238095,2.15,0.65,9,8,4,16,1,3
2024-01-27,FC Barcelona,Villarreal,3.0,5.0,A,3,19,5,2,2023,21.0,11.0,10.0,20.0,0.6666666666666666,0.0,0.6,0.0,0.8,0.2,0.8,0.2,0,3,44,20,2.0,1.2,1.3333333333333333,2.0,13,2,5,5,11,5
2024-01-27,Mallorca,Real Betis,0.0,1.0,A,12,9,5,2,2023,9.0,8.0,9.0,16.0,0.6666666666666666,0.0,0.4,0.0,0.2,0.1,0.2,0.1,0,3,20,31,0.9047619047619048,1.1904761904761905,1.1428571428571428,1.1428571428571428,3,7,11,7,4,10
2024-01-28,Celta,Girona,0.0,1.0,A,1,16,6,2,2023,8.0,14.0,21.0,11.0,0.6666666666666666,0.3333333333333333,0.4,0.6,0.2,0.7,0.18181818181818182,0.7,0,3,17,52,1.0,1.4761904761904763,2.4285714285714284,1.1904761904761905,3,10,8,16,1,4
2024-01-28,Cadiz,Ath Bilbao,0.0,0.0,D,4,7,6,0,2023,9.0,13.0,11.0,9.0,0.0,0.3333333333333333,0.0,0.4,0.2,0.4,0.2,0.4,1,1,15,41,0.7142857142857143,1.4761904761904763,1.8095238095238095,1.0,2,10,9,12,4,5
2024-01-28,Sevilla,Osasuna,1.0,1.0,D,11,0,6,0,2023,15.0,18.0,13.0,17.0,0.0,0.0,0.0,0.0,0.2,0.3,0.18181818181818182,0.3333333333333333,1,1,16,25,1.2380952380952381,1.6666666666666667,1.25,1.55,3,11,7,7,9,4
2024-01-28,Ath Madrid,Valencia,2.0,0.0,H,13,5,6,1,2023,23.0,11.0,14.0,19.0,0.6666666666666666,0.6666666666666666,0.8,0.4,0.9,0.2,0.9,0.2727272727272727,3,0,41,32,2.0,1.15,1.2857142857142858,1.1428571428571428,13,5,2,9,7,5
2024-01-29,Getafe,Granada,2.0,0.0,H,8,22,0,1,2023,9.0,6.0,8.0,22.0,0.6666666666666666,0.0,0.6,0.0,0.6,0.0,0.5555555555555556,0.0,3,0,26,11,1.3,1.4,1.0476190476190477,2.0,6,6,8,2,14,5
2024-01-31,FC Barcelona,Osasuna,1.0,0.0,H,3,0,2,1,2023,24.0,16.0,14.0,18.0,0.3333333333333333,0.0,0.6,0.0,0.7,0.3,0.7272727272727273,0.3,3,0,44,26,2.0476190476190474,1.380952380952381,1.2380952380952381,1.5238095238095237,13,3,5,7,9,5
2024-01-31,Ath Madrid,Rayo Vallecano,2.0,1.0,H,13,17,2,1,2023,25.0,11.0,9.0,8.0,0.6666666666666666,0.3333333333333333,0.8,0.2,0.9,0.3,0.9090909090909091,0.36363636363636365,3,0,44,24,2.0,1.0952380952380953,0.8571428571428571,1.2380952380952381,14,5,2,5,7,9
2024-02-01,Getafe,Real Madrid,0.0,2.0,A,8,18,3,2,2023,11.0,6.0,20.0,8.0,0.6666666666666666,0.6666666666666666,0.8,0.8,0.6,0.7,0.6,0.7272727272727273,0,3,29,54,1.3333333333333333,1.3333333333333333,2.142857142857143,0.6666666666666666,7,6,8,17,1,3
2024-02-02,Ath Bilbao,Mallorca,4.0,0.0,H,7,12,4,1,2023,27.0,12.0,10.0,17.0,1.0,0.0,1.0,0.0,0.8,0.1,0.7272727272727273,0.09090909090909091,3,0,42,20,1.7272727272727273,0.9545454545454546,0.8636363636363636,1.1818181818181819,12,4,6,3,8,11
2024-02-03,Valencia,Almeria,2.0,1.0,H,5,6,5,1,2023,13.0,5.0,11.0,28.0,0.6666666666666666,0.0,0.6,0.0,0.6,0.0,0.6,0.0,3,0,32,6,1.2272727272727273,1.1818181818181819,0.9545454545454546,2.227272727272727,9,8,5,0,16,6
2024-02-03,Granada,Las Palmas,1.0,1.0,D,22,20,5,0,2023,14.0,20.0,8.0,10.0,0.3333333333333333,0.6666666666666666,0.2,0.4,0.2,0.4,0.18181818181818182,0.36363636363636365,1,1,11,31,1.0,2.0,1.0,0.8636363636363636,2,15,5,9,9,4
2024-02-03,Alaves,FC Barcelona,1.0,3.0,A,21,3,5,2,2023,11.0,11.0,19.0,13.0,0.3333333333333333,0.6666666666666666,0.6,0.6,0.5,0.5,0.5,0.5,0,3,26,47,1.0,1.2272727272727273,2.0,1.3181818181818181,7,10,5,14,3,5
2024-02-03,Girona,Real Sociedad,0.0,0.0,D,16,14,5,0,2023,30.0,14.0,14.0,10.0,1.0,0.3333333333333333,0.8,0.4,0.8,0.4,0.8181818181818182,0.36363636363636365,1,1,55,36,2.3636363636363638,1.1363636363636365,1.4545454545454546,0.9545454545454546,17,1,4,9,4,9
2024-02-04,Villarreal,Cadiz,0.0,0.0,D,19,4,6,0,2023,18.0,22.0,6.0,18.0,0.3333333333333333,0.0,0.4,0.0,0.3,0.0,0.2727272727272727,0.0,1,1,23,16,1.5,2.0454545454545454,0.6818181818181818,1.4090909090909092,6,11,5,2,10,10
2024-02-04,Osasuna,Celta,0.0,3.0,A,0,1,6,2,2023,12.0,14.0,13.0,17.0,1.0,0.0,0.6,0.0,0.4,0.1,0.36363636363636365,0.1,0,3,26,17,1.1818181818181819,1.5,0.9545454545454546,1.4545454545454546,7,10,5,3,11,8
2024-02-04,Real Betis,Getafe,1.0,1.0,D,9,8,6,0,2023,15.0,8.0,17.0,22.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.6,0.1,0.5454545454545454,0.09090909090909091,1,1,34,29,1.1363636363636365,1.0909090909090908,1.2727272727272727,1.3636363636363635,8,4,10,7,7,8
2024-02-04,Real Madrid,Ath Madrid,1.0,1.0,D,18,13,6,0,2023,25.0,6.0,17.0,12.0,1.0,0.3333333333333333,1.0,0.2,0.9,0.4,0.9,0.4,1,1,57,47,2.1363636363636362,0.6363636363636364,2.0,1.0909090909090908,18,1,3,15,5,2
2024-02-05,Rayo Vallecano,Sevilla,1.0,2.0,A,17,11,0,2,2023,9.0,18.0,11.0,17.0,0.0,0.3333333333333333,0.0,0.2,0.1,0.1,0.1,0.1,0,3,24,17,0.8636363636363636,1.2727272727272727,1.2272727272727273,1.6363636363636365,5,8,9,3,11,8
2024-02-09,Cadiz,Real Betis,0.0,2.0,A,4,9,4,2,2023,9.0,13.0,10.0,16.0,0.0,0.3333333333333333,0.0,0.2,0.1,0.1,0.18181818181818182,0.18181818181818182,0,3,17,35,0.6521739130434783,1.3478260869565217,1.1304347826086956,1.0869565217391304,2,10,11,8,4,11
2024-02-10,Alaves,Villarreal,1.0,1.0,D,21,19,5,0,2023,12.0,14.0,15.0,23.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.4,0.2,0.45454545454545453,0.2727272727272727,1,1,26,24,1.0,1.3043478260869565,1.434782608695652,1.9565217391304348,7,11,5,6,11,6
2024-02-10,Real Sociedad,Osasuna,0.0,1.0,A,14,0,5,2,2023,18.0,11.0,14.0,19.0,0.0,0.0,0.2,0.0,0.5,0.2,0.45454545454545453,0.2727272727272727,0,3,37,26,1.391304347826087,0.9130434782608695,1.1304347826086956,1.565217391304348,9,4,10,7,11,5
2024-02-10,Real Madrid,Girona,4.0,0.0,H,18,16,5,1,2023,26.0,7.0,22.0,11.0,0.6666666666666666,0.3333333333333333,0.8,0.6,0.8,0.8,0.8181818181818182,0.7272727272727273,3,0,58,56,2.0869565217391304,0.6521739130434783,2.260869565217391,1.0869565217391304,18,1,4,17,1,5
2024-02-10,Las Palmas,Valencia,2.0,0.0,H,20,5,5,1,2023,14.0,9.0,14.0,21.0,0.3333333333333333,0.6666666666666666,0.4,0.4,0.5,0.2,0.45454545454545453,0.25,3,0,32,35,1.0,0.8695652173913043,1.2608695652173914,1.173913043478261,9,9,5,10,8,5
2024-02-11,Getafe,Celta,3.0,2.0,H,8,1,6,1,2023,11.0,8.0,16.0,17.0,0.3333333333333333,0.3333333333333333,0.6,0.2,0.6,0.2,0.5454545454545454,0.18181818181818182,3,0,30,20,1.2608695652173914,1.3478260869565217,1.0434782608695652,1.391304347826087,7,7,9,4,11,8
2024-02-11,Mallorca,Rayo Vallecano,2.0,1.0,H,12,17,6,1,2023,9.0,9.0,10.0,10.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.2,0.2,0.18181818181818182,0.3333333333333333,3,0,20,24,0.8260869565217391,1.3043478260869565,0.8695652173913043,1.3043478260869565,3,9,11,5,9,9
2024-02-11,Sevilla,Ath Madrid,1.0,0.0,H,11,13,6,1,2023,16.0,19.0,18.0,13.0,0.0,0.3333333333333333,0.0,0.2,0.2,0.4,0.16666666666666666,0.36363636363636365,3,0,20,48,1.2608695652173914,1.608695652173913,1.9565217391304348,1.0869565217391304,4,11,8,15,5,3
2024-02-11,FC Barcelona,Granada,3.0,3.0,D,3,22,6,0,2023,25.0,16.0,8.0,24.0,0.6666666666666666,0.0,0.6,0.0,0.7,0.0,0.75,0.0,1,1,50,12,2.0434782608695654,1.3043478260869565,1.0,1.9565217391304348,15,3,5,2,15,6
2024-02-12,Almeria,Ath Bilbao,0.0,0.0,D,6,7,0,0,2023,10.0,21.0,11.0,9.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.3,0.0,0.36363636363636365,1,1,6,45,0.9565217391304348,2.217391304347826,1.826086956521739,0.9130434782608695,0,17,6,13,4,6
2024-02-16,Villarreal,Getafe,1.0,1.0,D,19,8,4,0,2023,18.0,22.0,18.0,23.0,0.3333333333333333,0.0,0.4,0.2,0.3,0.1,0.25,0.08333333333333333,1,1,25,33,1.4166666666666667,1.9166666666666667,1.3333333333333333,1.375,6,11,7,8,7,9
2024-02-17,Ath Madrid,Las Palmas,5.0,0.0,H,13,20,5,1,2023,27.0,12.0,9.0,11.0,1.0,0.3333333333333333,0.8,0.4,0.9,0.4,0.9166666666666666,0.3333333333333333,3,0,48,35,1.875,1.0833333333333333,1.0416666666666667,0.8333333333333334,15,6,3,10,9,5
2024-02-17,Osasuna,Cadiz,2.0,0.0,H,0,4,5,1,2023,12.0,17.0,6.0,18.0,0.6666666666666666,0.0,0.6,0.0,0.4,0.0,0.3333333333333333,0.0,3,0,29,17,1.125,1.5,0.625,1.375,8,11,5,2,11,11
2024-02-17,Celta,FC Barcelona,1.0,2.0,A,1,3,5,2,2023,8.0,15.0,22.0,14.0,0.3333333333333333,1.0,0.4,0.6,0.2,0.6,0.16666666666666666,0.5454545454545454,0,3,20,51,1.0833333333333333,1.4583333333333333,2.0833333333333335,1.375,4,12,8,15,3,6
2024-02-17,Valencia,Sevilla,0.0,0.0,D,5,11,5,0,2023,15.0,6.0,13.0,18.0,1.0,0.3333333333333333,0.6,0.4,0.6,0.2,0.6363636363636364,0.18181818181818182,1,1,35,23,1.2083333333333333,1.2083333333333333,1.25,1.5416666666666667,10,9,5,5,11,8
2024-02-18,Rayo Vallecano,Real Madrid,1.0,1.0,D,17,18,6,0,2023,10.0,20.0,22.0,8.0,0.0,1.0,0.0,0.8,0.1,0.7,0.09090909090909091,0.75,1,1,24,61,0.875,1.3333333333333333,2.1666666666666665,0.625,5,10,9,19,1,4
2024-02-18,Granada,Almeria,1.0,1.0,D,22,6,6,0,2023,15.0,21.0,12.0,30.0,0.3333333333333333,0.0,0.2,0.0,0.1,0.0,0.16666666666666666,0.0,1,1,13,7,1.0833333333333333,2.0,0.9166666666666666,2.125,2,15,7,0,17,7
2024-02-18,Mallorca,Real Sociedad,1.0,2.0,A,12,14,6,2,2023,11.0,10.0,14.0,10.0,0.3333333333333333,0.3333333333333333,0.6,0.4,0.3,0.4,0.25,0.3333333333333333,0,3,23,37,0.875,1.2916666666666667,1.3333333333333333,0.9166666666666666,4,9,11,9,5,10
2024-02-18,Real Betis,Alaves,0.0,0.0,D,9,21,6,0,2023,16.0,9.0,11.0,16.0,0.3333333333333333,0.6666666666666666,0.2,0.4,0.5,0.2,0.5,0.16666666666666666,1,1,38,27,1.1666666666666667,1.0416666666666667,1.0,1.2916666666666667,9,4,11,7,11,6
2024-02-19,Ath Bilbao,Girona,3.0,2.0,H,7,16,0,1,2023,31.0,12.0,22.0,15.0,1.0,0.3333333333333333,1.0,0.4,0.8,0.7,0.75,0.6666666666666666,3,0,46,56,1.75,0.875,2.1666666666666665,1.2083333333333333,13,4,7,17,2,5
2024-02-23,Real Sociedad,Villarreal,1.0,3.0,A,14,19,4,2,2023,18.0,12.0,16.0,24.0,0.0,0.3333333333333333,0.2,0.2,0.5,0.2,0.4166666666666667,0.25,0,3,40,26,1.36,0.92,1.4,1.88,10,5,10,6,11,8
2024-02-24,FC Barcelona,Getafe,4.0,0.0,H,3,8,5,1,2023,28.0,19.0,19.0,24.0,0.3333333333333333,0.0,0.4,0.2,0.6,0.1,0.6923076923076923,0.07692307692307693,3,0,54,34,2.08,1.36,1.32,1.36,16,3,6,8,7,10
2024-02-24,Alaves,Mallorca,1.0,1.0,D,21,12,5,0,2023,13.0,15.0,10.0,21.0,0.3333333333333333,0.0,0.2,0.0,0.3,0.1,0.4166666666666667,0.08333333333333333,1,1,28,23,0.96,1.24,0.88,1.32,7,11,7,4,10,11
2024-02-24,Almeria,Ath Madrid,2.0,2.0,D,6,13,5,0,2023,10.0,21.0,18.0,14.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.3,0.0,0.3333333333333333,1,1,8,51,0.92,2.08,2.0,1.04,0,17,8,16,6,3
2024-02-25,Cadiz,Celta,2.0,2.0,D,4,1,6,0,2023,9.0,15.0,18.0,20.0,0.0,0.3333333333333333,0.0,0.2,0.1,0.1,0.16666666666666666,0.16666666666666666,1,1,17,20,0.6,1.4,1.08,1.48,2,12,11,4,13,8
2024-02-25,Real Betis,Ath Bilbao,3.0,1.0,H,9,7,6,1,2023,16.0,9.0,11.0,9.0,0.0,0.0,0.2,0.2,0.5,0.3,0.46153846153846156,0.3333333333333333,3,0,39,49,1.12,1.0,1.8,0.92,9,4,12,14,4,7
2024-02-25,Las Palmas,Osasuna,1.0,1.0,D,20,0,6,0,2023,16.0,9.0,15.0,19.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.6,0.2,0.5,0.3333333333333333,1,1,35,32,1.0,1.0,1.16,1.44,10,10,5,9,11,5
2024-02-25,Real Madrid,Sevilla,1.0,0.0,H,18,11,6,1,2023,30.0,7.0,13.0,18.0,0.6666666666666666,0.3333333333333333,0.8,0.4,0.8,0.2,0.8333333333333334,0.16666666666666666,3,0,62,24,2.12,0.64,1.2,1.48,19,1,5,5,11,9
2024-02-26,Girona,Rayo Vallecano,3.0,0.0,H,16,17,0,1,2023,30.0,14.0,11.0,12.0,0.6666666666666666,0.0,0.8,0.2,0.7,0.2,0.75,0.3076923076923077,3,0,56,25,2.16,1.28,0.88,1.32,17,3,5,5,10,10
2024-03-01,Celta,Almeria,1.0,0.0,H,1,6,4,1,2023,9.0,17.0,13.0,31.0,0.0,0.0,0.4,0.0,0.2,0.0,0.15384615384615385,0.0,3,0,21,9,1.1153846153846154,1.5,0.9615384615384616,2.076923076923077,4,13,9,0,17,9
2024-03-02,Sevilla,Real Sociedad,3.0,2.0,H,11,14,5,1,2023,17.0,19.0,16.0,11.0,0.3333333333333333,0.6666666666666666,0.2,0.4,0.2,0.4,0.23076923076923078,0.38461538461538464,3,0,24,40,1.1538461538461537,1.4615384615384615,1.3461538461538463,1.0,5,12,9,10,6,10
2024-03-02,Rayo Vallecano,Cadiz,1.0,1.0,D,17,4,5,0,2023,11.0,21.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1,1,25,18,0.8461538461538461,1.3846153846153846,0.6538461538461539,1.4230769230769231,5,11,10,2,12,12
2024-03-02,Getafe,Las Palmas,3.0,3.0,D,8,20,5,0,2023,14.0,10.0,9.0,16.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.6,0.4,0.5833333333333334,0.3076923076923077,1,1,34,36,1.2692307692307692,1.4615384615384615,1.0,1.0,8,8,10,10,10,6
2024-03-02,Valencia,Real Madrid,2.0,2.0,D,5,18,5,0,2023,15.0,6.0,23.0,9.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,0.6,0.5833333333333334,0.6923076923076923,1,1,36,65,1.16,1.16,2.076923076923077,0.6153846153846154,10,9,6,20,1,5
2024-03-03,Villarreal,Granada,5.0,1.0,H,19,22,6,1,2023,19.0,23.0,11.0,27.0,0.0,0.0,0.2,0.0,0.2,0.0,0.23076923076923078,0.0,3,0,29,14,1.4615384615384615,1.8461538461538463,1.08,1.96,7,11,8,2,15,8
2024-03-03,Ath Madrid,Real Betis,2.0,1.0,H,13,9,6,1,2023,32.0,12.0,12.0,16.0,1.0,0.6666666666666666,0.8,0.4,0.9,0.2,0.9230769230769231,0.25,3,0,52,42,2.0,1.0769230769230769,1.1923076923076923,1.0,16,6,4,10,4,12
2024-03-03,Mallorca,Girona,1.0,0.0,H,12,16,6,1,2023,12.0,12.0,24.0,18.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.3,0.6,0.23076923076923078,0.6153846153846154,3,0,24,59,0.8846153846153846,1.3076923076923077,2.1923076923076925,1.2307692307692308,4,10,12,18,3,5
2024-03-03,Ath Bilbao,FC Barcelona,0.0,0.0,D,7,3,6,0,2023,34.0,14.0,24.0,15.0,1.0,1.0,1.0,0.8,0.8,0.6,0.7692307692307693,0.5833333333333334,1,1,49,57,1.7692307692307692,1.0,2.1538461538461537,1.3076923076923077,14,5,7,17,3,6
2024-03-04,Osasuna,Alaves,1.0,0.0,H,0,21,0,1,2023,14.0,17.0,11.0,16.0,0.6666666666666666,0.6666666666666666,0.8,0.4,0.5,0.2,0.38461538461538464,0.15384615384615385,3,0,33,29,1.1538461538461537,1.4230769230769231,0.9615384615384616,1.2307692307692308,9,11,6,7,11,8
2024-03-08,FC Barcelona,Mallorca,1.0,0.0,H,3,12,4,1,2023,32.0,19.0,11.0,22.0,0.6666666666666666,0.0,0.6,0.0,0.6,0.0,0.7142857142857143,0.07692307692307693,3,0,58,27,2.074074074074074,1.2592592592592593,0.8888888888888888,1.2592592592592593,17,3,7,5,10,12
2024-03-09,Valencia,Getafe,1.0,0.0,H,5,8,5,1,2023,17.0,8.0,19.0,28.0,0.3333333333333333,0.0,0.6,0.0,0.5,0.1,0.5384615384615384,0.07142857142857142,3,0,37,35,1.1923076923076923,1.1923076923076923,1.3333333333333333,1.5185185185185186,10,9,7,8,8,11
2024-03-09,Cadiz,Ath Madrid,2.0,0.0,H,4,13,5,1,2023,11.0,17.0,20.0,16.0,0.0,0.0,0.0,0.2,0.0,0.3,0.15384615384615385,0.3076923076923077,3,0,19,55,0.6666666666666666,1.4074074074074074,2.0,1.0740740740740742,2,12,13,17,6,4
2024-03-09,Granada,Real Sociedad,2.0,3.0,A,22,14,5,2,2023,16.0,22.0,18.0,14.0,0.0,0.3333333333333333,0.2,0.4,0.1,0.4,0.15384615384615385,0.35714285714285715,0,3,14,40,1.0769230769230769,2.076923076923077,1.3703703703703705,1.0740740740740742,2,16,8,10,7,10
2024-03-09,Girona,Osasuna,2.0,0.0,H,16,0,5,1,2023,33.0,14.0,16.0,20.0,0.6666666666666666,0.3333333333333333,0.8,0.2,0.7,0.2,0.7692307692307693,0.3076923076923077,3,0,59,36,2.111111111111111,1.2222222222222223,1.1481481481481481,1.3703703703703705,18,4,5,10,11,6
